civ_id	civilization	tier	param_id	domain	unit	declared_module	formula	raw_current	default	non_default	value_status	default_relation	provenance	value_source	historical_status	historical_source	consumer_status	easy_effective	normal_effective	hard_effective	difficulty_policy	effective_formula	direction	live_call_site	copied_from_greece
rzymianie	Rzymianie	1	walka_atak_morska	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_atak_morska	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_atak_wszystkie	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_atak_wszystkie	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_piechota	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_piechota	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_lukownicy	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_lukownicy	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_kawaleria	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_kawaleria	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_rydwany	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_rydwany	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_obleczenie	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_obleczenie	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_morska	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_morska	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_pancerz_piechota	walka	ulamek	civ-bonuses.ts	mul_proc	0.15	0	true	CURRENT_RUNTIME_DATA	NON_DEFAULT_OVERRIDE	CURRENT_RUNTIME_DATA	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_pancerz_piechota	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0.15		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_pancerz_lukownicy	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_pancerz_lukownicy	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_pancerz_kawaleria	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_pancerz_kawaleria	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_pancerz_rydwany	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_pancerz_rydwany	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_uderzenie_piechota	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_uderzenie_piechota	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_uderzenie_kawaleria	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_uderzenie_kawaleria	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_uderzenie_rydwany	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_uderzenie_rydwany	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_dystans_lukownicy	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_dystans_lukownicy	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_dystans_rydwany	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_dystans_rydwany	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_hp_piechota	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_hp_piechota	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_hp_kawaleria	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_hp_kawaleria	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_hp_rydwany	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_hp_rydwany	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_ruch_bitwa_proc	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_ruch_bitwa_proc	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_zasieg_proc	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_zasieg_proc	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_oblezenie_proc	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_oblezenie_proc	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_koszt_rekrutacji_proc	walka	ulamek	production.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_koszt_rekrutacji_proc	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_atak_piechota_teren_las	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_atak_piechota_teren_las	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_piechota_teren_las	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_piechota_teren_las	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_atak_piechota_terytorium_wlasne	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_atak_piechota_terytorium_wlasne	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_piechota_terytorium_wlasne	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_piechota_terytorium_wlasne	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_atak_piechota_w_murze	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_atak_piechota_w_murze	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_piechota_w_murze	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_piechota_w_murze	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_atak_piechota_runda_szarzy	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_atak_piechota_runda_szarzy	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	DEAD_UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_piechota_runda_szarzy	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_piechota_runda_szarzy	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_atak_piechota_teren_plytkie_morze	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_atak_piechota_teren_plytkie_morze	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
rzymianie	Rzymianie	1	walka_obrona_piechota_teren_plytkie_morze	walka	ulamek	civ-bonuses.ts	mul_proc	0	0	false	CURRENT_RUNTIME_DATA	DEFAULT_VALUE	CURRENT_RUNTIME_DEFAULT	gra/data/civ-matrix.json#/cywilizacje[typCywilizacji=rzymianie]/params/walka_obrona_piechota_teren_plytkie_morze	LEGACY_DOC_PRESENT	docs/encyklopedia/cywilizacje/rzymianie.md	UNWIRED		0		NOT_ACTIVE	not computed by current consumer; retain raw Normal data	not applicable until a consumer is wired and reviewed	gra/src/game/civ-matrix.ts:41-60,71-101 (loader/accessor only); no gameplay call-site found	false
